,Store Hours,Total Breweries
3271,"[{""day"":""Monday - Thursday"",""hour"":""2:00 pm - 11:00 pm""},{""day"":""Friday"",""hour"":""2:00 pm - 2:00 am""},{""day"":""Saturday"",""hour"":""10:00 am - 2:00 am""},{""day"":""Sunday"",""hour"":""9:00 am - 11:00 pm""},{""day"":""Mon - Thu"",""hour"":""2:00 pm - 11:00 pm""},{""day"":""Sun"",""hour"":""9:00 am - 11:00 pm""},{""day"":""Fri"",""hour"":""2:00 pm - 2:00 am""},{""day"":""Sat"",""hour"":""10:00 am - 2:00 am""}]",1
3272,"[{""day"":""Wed - Sat"",""hour"":""Noon - 5:00 PM""},{""day"":""Wed - Sat"",""hour"":""12:00 pm - 5:00 pm""}]",1
3273,"[{""day"":""Monday - Sunday"",""hour"":""8:00 AM - 2:00 AM""},{""day"":""Sun - Sat"",""hour"":""08:00 - 22:00""}]",1
3274,"[{""day"":""Sat"",""hour"":""10:00 AM-06:00 PM""}]",1
3275,"[{""day"":""Fri - Sat"",""hour"":""5:00 pm - 2:30 am""},{""day"":""Saturday"",""hour"":""5:00 pm - 2:30 am""},{""day"":""Sun"",""hour"":""11:00 am - 8:00 pm""},{""day"":""Tue - Thu"",""hour"":""5:00 pm - 2:00 am""}]",1
3276,"[{""day"":""Saturday"",""hour"":""4:00 PM - 2:00 AM""},{""day"":""Sunday"",""hour"":""8:00 PM - 9:00 PM""},{""day"":""Sun"",""hour"":""8:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""2:00 PM - 2:00 AM""}]",1
3277,"[{""day"":""Tuesday - Thursday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Wednesday "",""hour"":""3:00pm - 9:00pm ""},{""day"":""Tuesday "",""hour"":""Closed ""},{""day"":""Wed - Thu"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Friday "",""hour"":""12:00pm - 10:00pm ""},{""day"":""Saturday "",""hour"":""12:00pm - 10:00pm ""},{""day"":""Monday "",""hour"":""Closed ""},{""day"":""Sunday "",""hour"":""12:00pm - 7:00pm ""},{""day"":""Fri - Sat"",""hour"":""Noon - 10:00 PM""},{""day"":""Thursday "",""hour"":""3:00pm - 9:00pm ""}]",1
3278,"[{""day"":""Fri - Sat"",""hour"":""11:00 am - 12:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 12:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 11:00 PM""}]",1
3279,"[{""day"":""Monday - Tuesday"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Wednesday - Thursday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Sunday"",""hour"":""11:00 am - 10:00 pm""}]",1
3280,"[{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Tuesday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""1:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 10:00 pm""}]",1
3281,"[{""day"":""Fri"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Sun"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Tue"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Mon"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Monday - Sunday"",""hour"":""24 Hours""},{""day"":""Saturday"",""hour"":""7:00 am - 10:00 pm""},{""day"":""Mon - Sat"",""hour"":""8:00 AM - 7:00 PM""},{""day"":""Sunday"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Saturday"",""hour"":""9:00 AM - 11:00 PM""},{""day"":""Tuesday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Monday"",""hour"":""5:00 PM - 7:00 PM""},{""day"":""Friday"",""hour"":""11:00 AM - 11:00 PM""}]",1
3282,"[{""day"":""Monday - Thursday"",""hour"":""7:00 AM - 10:00 PM""},{""day"":""Friday"",""hour"":""7:00 AM - 11:00 PM""},{""day"":""Saturday"",""hour"":""8:00 AM - 11:00 PM""},{""day"":""Sunday"",""hour"":""8:00 AM - 10:00 PM""},{""day"":""Saturday - Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Monday"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Tuesday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Wednesday - Thursday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Friday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Thu"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Sat - Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Wed"",""hour"":""1:00 PM - 10:00 PM""},{""day"":""Mon"",""hour"":""Noon - 9:00 PM""},{""day"":""Fri"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Wed - Thu"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Wednesday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Monday"",""hour"":""12:00 PM - 9:00 PM""}]",1
3283,"[{""day"":""Monday - Thursday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Mon - Thu"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Fri - Sat"",""hour"":""Noon - 11:00 PM""},{""day"":""Sun"",""hour"":""Noon - 6:00 PM""},{""day"":""Wed - Fri"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""Noon - 10:00 PM""}]",1
3284,"[{""day"":""Sat"",""hour"":""11:00 am - 5:00 pm""},{""day"":""Mon - Fri"",""hour"":""10:00 am - 8:00 pm""}]",1
3285,"[{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 2:30 AM""},{""day"":""Fri - Sat"",""hour"":""Noon - 2:30 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""Noon - 1:30 AM""},{""day"":""Monday - Thursday, Sunday"",""hour"":""12:00 PM - 1:30 AM""}]",1
3286,"[{""day"":""Monday - Thursday"",""hour"":""4:00 PM - 12:00 AM""},{""day"":""Friday"",""hour"":""4:00 PM - 1:00 AM""},{""day"":""Saturday"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""11:30 am - 11:30 pm""},{""day"":""Mon - Wed"",""hour"":""4:00 pm - 11:30 pm""},{""day"":""Thu - Fri"",""hour"":""4:00 pm - 12:00 am""},{""day"":""Sat"",""hour"":""11:30 am - 12:00 am""},{""day"":""Saturday"",""hour"":""11:30 am - 12:00 am""},{""day"":""Fri"",""hour"":""4:00 PM - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""4:00 PM - Midnight""},{""day"":""Sat"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Sun"",""hour"":""11:30 AM - Midnight""}]",1
3287,"[{""day"":""Monday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Mon - Thu"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Mon"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Fri"",""hour"":""4:00 PM - Midnight""},{""day"":""Sun"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""Noon - 5:00 PM""},{""day"":""Sat"",""hour"":""Noon - Midnight""},{""day"":""Tue - Thu"",""hour"":""11:00 AM - 2:00 PM5:00 PM9:00 PM""}]",1
3288,"[{""day"":""Monday - Wednesday"",""hour"":""None""},{""day"":""Thursday"",""hour"":""4:00 PM - 5:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Wednesday"",""hour"":""None""},{""day"":""Monday"",""hour"":""None""},{""day"":""Tuesday - Wednesday"",""hour"":""None""},{""day"":""Mon"",""hour"":""10:00 AM - 11:00 AM""},{""day"":""Tue - Wed"",""hour"":""None""},{""day"":""Fri"",""hour"":""Noon - 6:00 PM""},{""day"":""Thu"",""hour"":""4:00 PM - 5:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Fri"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Wed"",""hour"":""None""}]",1
3289,"[{""day"":""Friday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 10:00 PM""}]",1
3290,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Sun"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 11:00 PM""}]",1
3291,"[{""day"":""Sunday "",""hour"":""11:00am - 9:00pm ""},{""day"":""Tuesday "",""hour"":""11:30am - 12:00am ""},{""day"":""Wednesday "",""hour"":""11:30am - 12:00am ""},{""day"":""Monday "",""hour"":""11:30am - 11:00pm ""},{""day"":""Saturday "",""hour"":""11:00am - 11:00pm ""},{""day"":""Thursday "",""hour"":""11:30am - 12:00am ""},{""day"":""Friday "",""hour"":""11:30am - 11:00pm ""},{""day"":""Saturday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Monday"",""hour"":""11:30 AM - 11:00 PM""},{""day"":""Mon"",""hour"":""11:30 AM - 11:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Fri"",""hour"":""11:30 AM - 1:00 AM""},{""day"":""Tuesday - Thursday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Tue - Thu"",""hour"":""11:30 AM - Midnight""}]",1
3292,"[{""day"":""Monday - Saturday"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Mon - Sat"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Mon - Wed, Sat"",""hour"":""10:00 AM - 6:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 3:00 PM""},{""day"":""Thu - Fri"",""hour"":""10:00 AM - 8:00 PM""}]",1
3293,"[{""day"":""Wednesday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Thursday - Friday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Thu - Fri"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Thu - Fri"",""hour"":""4:00 pm - 10:00 pm""},{""day"":""Sun"",""hour"":""1:00 pm - 6:00 pm""},{""day"":""Wed"",""hour"":""4:00 pm - 9:00 pm""},{""day"":""Wed"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Sat"",""hour"":""2:00 pm - 10:00 pm""},{""day"":""Sun"",""hour"":""1:00 PM - 6:00 PM""}]",1
3294,"[{""day"":""Fri - Sun"",""hour"":""12:00 pm - 11:30 pm""},{""day"":""Mon - Thu"",""hour"":""4:00 pm - 11:30 pm""}]",1
3295,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""12:00 PM - 1:00 AM""},{""day"":""Mon - Sun"",""hour"":""9:00 AM - 6:30 PM""},{""day"":""Fri - Sat"",""hour"":""Noon - 1:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""Noon - 11:00 PM""}]",1
3296,"[{""day"":""Sun"",""hour"":""11:00 AM - 4:00 PM""},{""day"":""Mon"",""hour"":""11:00 AM - 3:00 PM""},{""day"":""Tue - Sat"",""hour"":""11:00 AM - 9:00 PM""}]",1
3297,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Friday - Saturday"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Fri - Sat"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 9:00 PM""}]",1
3298,"[{""day"":""Sun"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Fri"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Sat"",""hour"":""Noon - 8:00 PM""},{""day"":""Tue - Wed"",""hour"":""3:00 PM - 8:00 PM""}]",1
3299,"[{""day"":""Monday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Tuesday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 11:59 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 11:59 PM""},{""day"":""Sun"",""hour"":""12:00 pm - 11:00 pm""},{""day"":""Mon"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Tue - Thu"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sun"",""hour"":""Noon - 11:59 PM""},{""day"":""Tue - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Mon"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 11:59 PM""}]",1
3300,"[{""day"":""Monday - Saturday"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sunday"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Mon - Sat"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""9:00 AM - 8:00 PM""}]",1
3301,"[{""day"":""Wednesday - Thursday"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Friday"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Saturday"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Sunday"",""hour"":""2:00 pm - 7:00 pm""}]",1
3302,"[{""day"":""Tue - Fri"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Sat - Sun"",""hour"":""Noon - 9:00 PM""},{""day"":""Sat - Sun"",""hour"":""12:00 pm - 9:00 pm""},{""day"":""Tue - Fri"",""hour"":""4:00 pm - 9:00 pm""}]",1
3303,"[{""day"":""Saturday"",""hour"":""1:00 PM - 10:00 PM""},{""day"":""Monday"",""hour"":""None""},{""day"":""Tuesday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Wednesday"",""hour"":""4:00 PM - 7:00 PM""},{""day"":""Thursday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""24 Hours""},{""day"":""Monday"",""hour"":""5:00 PM - 6:00 PM""},{""day"":""Wednesday"",""hour"":""4:00 PM - 11:00 PM""}]",1
3304,"[{""day"":""Sat"",""hour"":""Noon - 11:00 PM""},{""day"":""Mon - Fri, Sun"",""hour"":""Noon - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 pm - 10:00 pm""}]",1
3305,"[{""day"":""Monday"",""hour"":""7:00 AM - 8:00 AM""},{""day"":""Tuesday"",""hour"":""10:00 AM - 11:00 AM""},{""day"":""Wednesday - Thursday"",""hour"":""None""},{""day"":""Friday"",""hour"":""6:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Wednesday"",""hour"":""None""}]",1
3306,"[{""day"":""Mon - Sat"",""hour"":""11:00 am - 8:30 pm""},{""day"":""Sun"",""hour"":""11:00 am - 7:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 10:30 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 8:30 pm""},{""day"":""Fri"",""hour"":""11:00 am - 8:45 pm""},{""day"":""Sat"",""hour"":""11:00 am - 8:30 pm""}]",1
3307,"[{""day"":""Mon - Thu"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""}]",1
3308,"[{""day"":""Tuesday - Saturday"",""hour"":""11:30 am - 11:00 pm""},{""day"":""Sunday"",""hour"":""11:30 am - 9:00 pm""}]",1
3309,"[{""day"":""Saturday - Sunday"",""hour"":""8:00 AM - 1:00 AM""},{""day"":""Monday - Friday"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Mon - Fri"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Sat - Sun"",""hour"":""8:00 AM - 1:00 AM""}]",1
3310,"[{""day"":""Friday"",""hour"":""12:00 PM - 5:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Monday"",""hour"":""1:00 PM - 4:00 PM""},{""day"":""Tuesday"",""hour"":""12:00 PM - 1:00 PM""},{""day"":""Wednesday"",""hour"":""3:00 PM - 5:00 PM""},{""day"":""Wednesday - Thursday"",""hour"":""3:00 PM - 5:00 PM""},{""day"":""Thursday"",""hour"":""3:00 PM - 5:00 PM""},{""day"":""Tuesday"",""hour"":""None""}]",1
3311,"[{""day"":""Monday, Thursday - Sunday"",""hour"":""11:00 AM - 5:30 PM""},{""day"":""Monday - Sunday"",""hour"":""11:00 am - 5:30 pm""},{""day"":""Mon, Thu - Sun"",""hour"":""11:00 AM - 5:30 PM""},{""day"":""Mon"",""hour"":""11:00 am - 5:30 pm""},{""day"":""Thu - Sun"",""hour"":""11:00 am - 5:30 pm""}]",1
3312,"[{""day"":""Monday - Sunday"",""hour"":""5:30 PM - 11:00 PM""},{""day"":""Sun - Sat"",""hour"":""5:00 pm - 9:45 pm""}]",1
3313,"[{""day"":""Wed"",""hour"":""11:00 AM-12:00 PM""},{""day"":""Tue"",""hour"":""11:00 AM-12:00 PM""},{""day"":""Thu"",""hour"":""11:00 AM-12:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM-02:00 AM""},{""day"":""Sun"",""hour"":""11:00 AM-12:00 PM""},{""day"":""Mon"",""hour"":""11:00 AM-12:00 PM""},{""day"":""Fri"",""hour"":""11:00 AM-02:00 AM""}]",1
3314,"[{""day"":""Thursday"",""hour"":""7:00 PM - 1:00 AM""},{""day"":""Friday"",""hour"":""6:00 PM - 2:00 AM""},{""day"":""Saturday"",""hour"":""3:00 PM - 2:00 AM""},{""day"":""Sunday"",""hour"":""3:00 PM - 12:00 AM""},{""day"":""Monday"",""hour"":""7:00 PM - 12:00 AM""},{""day"":""Tuesday"",""hour"":""7:00 PM - 1:00 AM""},{""day"":""Wednesday"",""hour"":""6:00 PM - 12:00 AM""},{""day"":""Fri"",""hour"":""6:00 PM - 2:00 AM""},{""day"":""Wed"",""hour"":""6:00 PM - Midnight""},{""day"":""Sun"",""hour"":""5:00 PM - Midnight""},{""day"":""Tue"",""hour"":""7:00 PM - 1:00 AM""},{""day"":""Sat"",""hour"":""5:00 PM - 2:00 AM""},{""day"":""Thu"",""hour"":""7:00 PM - 1:00 AM""}]",1
3315,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Friday - Saturday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""11:00 AM-07:00 PM""},{""day"":""Fri - Sat"",""hour"":""10:00 AM - Midnight""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 6:00 PM""}]",1
3316,"[{""day"":""Monday - Sunday"",""hour"":""11:30 am - 12:00 am""},{""day"":""Mon - Sun"",""hour"":""11:30 AM - Midnight""},{""day"":""Mon - Sun"",""hour"":""11:30 AM - 2:00 AM""},{""day"":""Mon - Sun"",""hour"":""11:30 am - 12:00 am""}]",1
3317,"[{""day"":""Sunday"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Mon - Sat"",""hour"":""11:30 AM - Midnight""},{""day"":""Saturday"",""hour"":""11:30 am - 12:00 am""},{""day"":""Monday - Saturday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""11:30 AM - 10:00 PM""}]",1
3318,"[{""day"":""Monday - Sunday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Mon - Sun"",""hour"":""2:00 PM - 10:00 PM""}]",1
3319,"[{""day"":""Saturday"",""hour"":""8:00 AM - 10:00 PM""},{""day"":""Sunday"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Wednesday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Wed"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Sat"",""hour"":""8:00 AM - 8:00 PM""},{""day"":""Saturday"",""hour"":""8:00 AM - 8:00 PM""}]",1
3320,"[{""day"":""Saturday"",""hour"":""1:00 PM - 11:00 PM""},{""day"":""Sunday"",""hour"":""None""}]",1
3321,"[{""day"":""Wednesday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Thursday - Friday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Monday"",""hour"":""None""},{""day"":""Monday - Tuesday"",""hour"":""None""},{""day"":""Friday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Tuesday"",""hour"":""None""},{""day"":""Thursday"",""hour"":""3:00 PM - 10:00 PM""}]",1
3322,"[{""day"":""Tuesday"",""hour"":""8:00 PM - 11:00 PM""},{""day"":""Wednesday"",""hour"":""7:00 PM - 1:00 AM""},{""day"":""Thursday"",""hour"":""7:00 PM - 2:00 AM""},{""day"":""Friday"",""hour"":""5:00 PM - 2:00 AM""},{""day"":""Sunday"",""hour"":""8:00 PM - 9:00 PM""},{""day"":""Monday"",""hour"":""8:00 PM - 12:00 AM""},{""day"":""Thu"",""hour"":""7:00 PM - 2:00 AM""},{""day"":""Wed"",""hour"":""7:00 PM - 1:00 AM""},{""day"":""Mon"",""hour"":""9:00 PM - Midnight""},{""day"":""Tue"",""hour"":""9:00 PM - 11:00 PM""},{""day"":""Sun"",""hour"":""8:00 PM - 9:00 PM""}]",1
3323,"[{""day"":""Saturday"",""hour"":""11:00 am - 2:00 am""},{""day"":""Mon - Sun"",""hour"":""11:00 am - 11:30 pm""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 2:00 AM""}]",1
3324,"[{""day"":""Mon - Sun"",""hour"":""10:00 am - 4:00 am""}]",1
3325,"[{""day"":""Tuesday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""6:00 PM - 12:00 AM""},{""day"":""Thursday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Friday"",""hour"":""3:00 PM - 2:00 AM""},{""day"":""Saturday"",""hour"":""12:00 PM - 1:00 AM""},{""day"":""Sunday"",""hour"":""1:00 PM - 7:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 7:00 PM""},{""day"":""Wed"",""hour"":""6:00 PM - Midnight""},{""day"":""Fri"",""hour"":""3:00 PM - 2:00 AM""},{""day"":""Tue"",""hour"":""5:00 PM - 9:00 PM""}]",1
3326,"[{""day"":""Monday, Wednesday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Thursday"",""hour"":""4:00 PM - 12:00 AM""},{""day"":""Friday"",""hour"":""4:00 PM - 1:00 AM""},{""day"":""Saturday"",""hour"":""2:00 PM - 1:00 AM""},{""day"":""Sunday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""2:00 pm - 11:00 pm""},{""day"":""Tue - Wed"",""hour"":""4:00 pm - 11:00 pm""},{""day"":""Thu"",""hour"":""4:00 pm - 12:00 am""},{""day"":""Fri"",""hour"":""4:00 pm - 1:00 am""},{""day"":""Sat"",""hour"":""2:00 pm - 1:00 am""}]",1
3327,"[{""day"":""Thursday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Mon"",""hour"":""Noon - 4:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Monday"",""hour"":""12:00 PM - 4:00 PM""},{""day"":""Fri"",""hour"":""Noon - 6:00 PM""},{""day"":""Sun"",""hour"":""Noon - 7:00 PM""}]",1
3328,"[{""day"":""Mon - Sat"",""hour"":""1:30 PM - 1:30 AM""}]",1
3329,"[{""day"":""Friday"",""hour"":""24 Hours""},{""day"":""Sun"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Fri"",""hour"":""24 Hours""},{""day"":""Sunday"",""hour"":""5:00 PM - 11:00 PM""}]",1
3330,"[{""day"":""Monday - Friday"",""hour"":""4:00 pm - 9:00 pm""},{""day"":""Saturday - Sunday"",""hour"":""1:00 pm - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""1:00 PM - 11:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Tue - Thu"",""hour"":""4:00 PM - 10:00 PM""}]",1
3331,"[{""day"":""Wednesday"",""hour"":""2:00 PM - 5:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 6:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Sunday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Monday"",""hour"":""1:00 PM - 5:00 PM""},{""day"":""Tuesday"",""hour"":""4:00 PM - 6:00 PM""}]",1
